职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
数据分析专员,6-8千·13薪,无锡·江阴市,1-2年,大专,斯搏兹品牌管理（无锡）有限公司,批发/零售,合资,500-1000人,五险一金;带薪年假;年终奖金,excel;财务;erp;数学;数据整理;报表分析;bi;数据集成;统计学;报表制作分析,
数据分析师,5千-1万·13薪,苏州,无需经验,大专,江苏盛羽达生物科技有限公司,制药/生物工程,民营,150-500人,五险一金;包住,数据分析;excel;统计分析;数据管理;数据可视化;数据完整性;数据质量;处理数据;sql;server,
数据分析助理,6-8千,长沙,无需经验,大专,江西京启科技有限公司,计算机软件,民营,未知,培训,数据分析;excel;sql;数据可视化;数据清洗;计算机科学;数据建模;市场研究;编写报告,数据驱动
数据专员,5-8千,厦门·同安区,无需经验,大专,厦门好给力网络有限公司,计算机软件,民营,未知,绩效奖金;年终奖金,数据分析;excel;sql;数学;电商行业;数据支持;数据挖掘;spss;数据模型;运营优化,
数据分析师,1.2-2万,深圳·南山区,2年及以上,本科,深圳炎淼科技服务有限公司,租赁服务,民营,少于50人,五险一金;弹性工作,贷后数据分析,
数据分析师,5千-1万·13薪,武汉,无需经验,大专,江苏盛羽达生物科技有限公司,制药/生物工程,民营,150-500人,五险一金;包住,数据分析;excel;统计分析;数据管理;数据可视化;数据完整性;数据质量;处理数据;sql;server,
数据分析,5-8千,重庆·巴南区,1-2年,本科,重庆凤梧商贸有限公司,批发/零售,民营,1000-5000人,免费班车,计算机;数据分析;excel;市场调研;统计;数据支持;数据可视化;报告撰写,销售数据 销售数据分析
数据分析专员,6.5-9千,广州·南沙区,无需经验,本科,优葵希新材料科技（上海）有限公司,石油/化工/矿产/地质,合资,50-150人,五险一金;补充医疗保险;出国机会;年终奖金,数据可视化;分析市场数据;数据分析报告,市场营销
数据分析师,5千-1万·13薪,武汉,无需经验,大专,江苏盛羽达生物科技有限公司,制药/生物工程,民营,150-500人,五险一金;包住,数据分析;excel;统计分析;数据管理;数据可视化;数据完整性;数据质量;处理数据;sql;server,
数据分析助理（上海）,6-8千,上海·浦东新区,1年及以上,大专,上海玄运科技有限公司,计算机软件,民营,未知,周末双休,数据分析;excel;sql;数学;统计;数据收集;数据支持;报告撰写;整理数据;数据处理,
数据分析专员,1-1.5万,深圳,1年及以上,本科,跨越速运集团有限公司,交通/运输/物流,民营,10000人以上,五险一金;年终奖金;专业培训;免费班车,数据分析;人力资源管理;数据;数据支撑;可视化展示;统计学;数据分析报告,
数据专员,5-8千,厦门·同安区,无需经验,大专,厦门好给力网络有限公司,计算机软件,民营,未知,绩效奖金;年终奖金,数据分析;excel;sql;数学;电商行业;数据支持;数据挖掘;spss;数据模型;运营优化,
数据分析师,5千-1万·13薪,宁波·鄞州区,无需经验,大专,江苏盛羽达生物科技有限公司,制药/生物工程,民营,150-500人,五险一金;包住,数据分析;excel;统计分析;数据管理;数据可视化;数据完整性;数据质量;处理数据;sql;server,
数据分析助理,7千-1.1万,重庆,1年及以上,本科,上海玄运科技有限公司,计算机软件,民营,未知,五险一金;绩效奖金,数据分析;excel;sql;软件工程;大数据;数据收集;数据采集;数据可视化;api;计算机科学,
数据分析专员,6-8千·13薪,无锡·江阴市,1-2年,大专,斯搏兹品牌管理（无锡）有限公司,批发/零售,合资,500-1000人,五险一金;带薪年假;年终奖金,excel;财务;erp;数学;数据整理;报表分析;bi;数据集成;统计学;报表制作分析,
电商数据分析无需经验,1.2-2万·13薪,北京,无需经验,本科,石家庄凤喜商贸有限公司,贸易/进出口,民营,少于50人,五险一金;补充医疗保险,数据分析;excel;sql;电商;互联网行业;数据报表;数据;业务运营,用户增长 数据驱动
数据分析师,5千-1万·13薪,苏州,无需经验,大专,江苏盛羽达生物科技有限公司,制药/生物工程,民营,150-500人,五险一金;包住,数据分析;excel;统计分析;数据管理;数据可视化;数据完整性;数据质量;处理数据;sql;server,
数据分析师,1.2-1.8万,佛山·南海区,1-3年,本科,佛山市谦绅皮具有限公司,服装/纺织/皮革,民营,150-500人,员工旅游;绩效奖金,数据分析;sop;excel;电子商务;信息管理;心理学;数据;商业分析;数据中台,市场营销
数据统计员,7.5-8.5千,重庆,无需经验,大专,重庆赫图建筑装饰工程有限公司,通信/电信/网络设备,民营,少于50人,五险一金;餐饮补贴;交通补贴;年终奖金;员工旅游;补充医疗保险;补充公积金,,
数据分析师,1.2-2万,深圳·南山区,2年及以上,本科,深圳炎淼科技服务有限公司,租赁服务,民营,少于50人,五险一金;弹性工作,贷后数据分析,
Excel数据处理高手,6千-1万,眉山·东坡区,3年及以上,大专,千禾味业食品股份有限公司,快速消费品(食品、饮料、化妆品),民营,1000-5000人,带薪年假;五险一金,办公软件;excel;财务;报表;分析报告;数据收集;降本增效;仓库运营;电商数据分析,营销
数据分析员(J11585),9千-1.5万,合肥·肥西县,1-3年,本科,亿帆医药股份有限公司,制药/生物工程,已上市,500-1000人,,数据分析;excel;sql;数学;计算机科学;数据模型;tableau;数据透视表;业务流程,战略规划
数据分析岗,5-7千,昆明·盘龙区,无需经验,本科,云南万友汽车销售服务有限公司,汽车,国企,500-1000人,,数据支持;市场动态;数据;报告;运营分析报告;撰写;运营效率,营销策略 销售流程 销售数据收集
数据分析工程师,1-1.3万,肇庆·鼎湖区,1年及以上,本科,肇庆市怡丰纺织有限公司广州分公司,服装/纺织/皮革,民营,500-1000人,节日福利;五险,计算机;mysql;数据库;数据分析;sql;erp;建模;工艺优化;数据采集;纺织服装;15天春节假期,
数据分析工程师,6千-1.2万·13薪,广州·白云区,1年及以上,本科,广东先朗照明有限公司,电子技术/半导体/集成电路,民营,150-500人,五险一金;补充医疗保险;免费班车;员工旅游;绩效奖金;年终奖金;包吃三餐包住,计算机;ai;设计开发;ai算法,
数据分析,6.5-9千·13薪,嘉兴,1年,本科,嘉兴云切在线科技有限公司,互联网/电子商务,民营,150-500人,五险一金;员工旅游;餐饮补贴;专业培训,数据分析;时间管理;运营数据;业务预测;kpi指标制定;可视化报告;深度挖掘,
数据分析师,6千-1.2万,广州·白云区,2年及以上,大专,广东格迩斯环保科技有限公司,电子技术/半导体/集成电路,民营,150-500人,五险;员工旅游,数据分析;需求调研;产品开发;数学;建模;分析报告;数据支持;报告撰写;市场策略;商业分析,
数据分析师,1-1.5万·13薪,南京,3-5年,本科,苏州雅伊阁电子商务有限公司,互联网/电子商务,民营,1000-5000人,绩效奖金;带薪病假;带薪年假,计算机;数据库;数据分析;excel;sql;数学;报表;统计分析;分析报告;互联网行业,
数据分析师,15-25万/年,宁波,1年,本科,宁波荣御国际贸易有限公司,贸易/进出口,民营,1000-5000人,五险一金;带薪年假,数据分析;数据统计;运营数据;运营数据分析;数据洞察力;sql;excel;ppt;数据监测;量化分析,
数据分析师,15-25万/年,武汉,1年,本科,宁波凯越国际贸易有限公司,贸易/进出口,民营,1000-5000人,五险一金;带薪年假,数据分析;数据统计;运营数据;运营数据分析;数据洞察力;sql;excel;ppt;数据监测;量化分析,
数据分析师,15-25万/年,宁波,1年,本科,宁波乐驰国际贸易有限公司,贸易/进出口,民营,1000-5000人,五险一金;带薪年假,数据分析;数据统计;运营数据;运营数据分析;数据洞察力;sql;excel;ppt;数据监测;量化分析,
数据分析员,8千-1万,上海·宝山区,3年及以上,本科,福然德股份有限公司,汽车,已上市,500-1000人,五险一金;专业培训;节日福利,erp;办公软件;数据分析;word;运营;excel;驾驶;库存管理;仓库;统计分析,
数据分析师,1-1.5万·13薪,苏州,3-5年,本科,苏州雅伊阁电子商务有限公司,互联网/电子商务,民营,1000-5000人,绩效奖金;带薪病假,数据库;数据分析;sql;数学;统计分析;数据支持;数据挖掘;数据;计算机科学;技术报告,
中级数据分析师（济南）,7千-1.1万,济南·高新区,3年及以上,本科,凯通科技股份有限公司,计算机软件,民营,150-500人,五险一金;定期体检;补充医疗保险,计算机;数据分析;sql;ppt;数学;统计;大数据;统计分析;建模,产品规划
数据分析师,15-25万/年,宁波,1年,本科,宁波陆尊国际贸易有限公司,贸易/进出口,民营,1000-5000人,五险一金;带薪年假,数据分析;数据统计;运营数据;运营数据分析;数据洞察力;sql;excel;ppt;数据监测;量化分析,
数据分析师,15-25万/年,义乌,1年,本科,义乌云雀网络科技有限公司,贸易/进出口,民营,1000-5000人,五险一金;带薪年假,数据分析;数据统计;运营数据;运营数据分析;数据洞察力;sql;excel;ppt;数据监测;量化分析,
数据分析师,8千-1万·13薪,苏州,3-5年,大专,苏州雅伊阁电子商务有限公司,互联网/电子商务,民营,1000-5000人,绩效奖金,数据分析;sql;编程;互联网行业;数据支持;数据可视化;计算机科学;tableau;后台数据;数据监控体系,
数据分析,7千-1.2万,重庆·渝北区,2年及以上,本科,重庆维普资讯有限公司,互联网/电子商务,民营,150-500人,五险一金;员工旅游;定期体检,办公软件;数据分析;excel;教育;word;ppt;数学;经济学;数据挖掘;商业分析,
数据分析工程师,1-1.3万,肇庆·鼎湖区,1年及以上,本科,肇庆市怡丰纺织有限公司广州分公司,服装/纺织/皮革,民营,500-1000人,节日福利;五险,计算机;mysql;数据库;数据分析;sql;erp;建模;工艺优化;数据采集;纺织服装;15天春节假期,
数据分析师,1-2万,深圳·光明区,1-3年,本科,深圳市艾利特医疗科技有限公司,医疗设备/器械,民营,150-500人,五险一金;带薪年假;年终奖金,数据分析;医学;医疗器械;项目管理;sql;erp;市场调研;研发;数学;临床,
数据分析专员,6-7.5千,台州·仙居县,无需经验,本科,浙江台州海神制药有限公司,制药/生物工程,民营,500-1000人,员工宿舍;包住宿;五险一金;双休,数据分析;国际贸易;市场信息收集;市场数据分析;客户管理;班车接送,市场营销
数据分析专员（住宿+双休+社保）,8千-1.3万·13薪,广州·黄埔区,无需经验,本科,广州莱德璞检测技术有限公司,检测，认证,民营,50-150人,周末双休;下午茶;餐补;五险一金;培训,检测报告;编辑报告;spss软件;统计学;奖金;年度调薪;法定节假,
数据分析助理,7-8千,深圳·罗湖区,1年及以上,本科,东莞市彦昊电子科技有限公司,计算机软件,民营,少于50人,五险一金;节日福利,计算机;办公软件;测试;统计;大数据;数据统计;数据整理;数据可视化;大数据分析;bi,
数据分析师,15-25万/年,青岛·城阳区,1年,本科,宁波凯越国际贸易有限公司,贸易/进出口,民营,1000-5000人,五险一金;带薪年假,数据分析;数据统计;运营数据;运营数据分析;数据洞察力;sql;excel;ppt;数据监测;量化分析,
系统主管（数据分析）,7-8千·13薪,徐州·鼓楼区,1年及以上,大专,东鹏饮料（集团）股份有限公司,快速消费品(食品、饮料、化妆品),已上市,5000-10000人,五险一金,office软件;费用管理;库存;费用;处理数据;追踪;数据处理;大小周,快消品销售 销售政策 销售数据
数据分析专员,1-1.5万·13薪,上海·浦东新区,3年及以上,本科,上海普美瑞医疗科技有限公司,医疗设备/器械,民营,150-500人,五险一金;定期体检;专业培训;周末双休;节日福利,数据统计分析,
中级数据分析师,1.2-1.6万,上海·黄浦区,2年及以上,本科,上海亦恺互联网科技有限公司,互联网/电子商务,外资（非欧美）,50-150人,弹性工作制,sql;crm;分析;业务分析;数据提取;统计模型;自动化报表;固定报表;挖掘;hologres;外企,
数据分析工程师,6千-1.2万·13薪,广州·白云区,1年及以上,本科,广东先朗照明有限公司,电子技术/半导体/集成电路,民营,150-500人,五险一金;补充医疗保险;免费班车;员工旅游;绩效奖金;年终奖金;包吃三餐包住,计算机;ai;设计开发;ai算法,
数据分析师,1.2-2万,广州·越秀区,2年及以上,本科,金朝陽地產（中國）有限公司,房地产,外资（非欧美）,150-500人,五险一金;绩效奖金,办公软件;数据分析;sql;etl;建模;数据仓库;计算机科学;数据支撑;tableau;大数据分析,
数据分析师,8千-1万,天津·和平区,2年及以上,本科,信永中和会计师事务所,会计/审计,民营,5000-10000人,五险一金;年终奖金;定期体检;专业培训,sql;数学;建模;机器学习;咨询方案;咨询报告;python;统计学,
数据研发工程师（数据分析方向）,8千-1万·18薪,重庆·渝北区,3年及以上,本科,重庆维普资讯有限公司,互联网/电子商务,民营,150-500人,五险一金;员工旅游,计算机;java;数据库;excel;sql;数据采集;数据管理;python;数据处理;clickhouse,
数据分析师,1-2万,上海,2-3年,本科,中旅途易旅游有限公司上海维京旅行社分公司,酒店/旅游,合资,50-150人,弹性工作;带薪年假,计算机;办公软件;数据分析;excel;sql;英语;信息管理;powerpoint;旅游,销售 销售数据
数据分析师,1.4-1.7万,上海·长宁区,3-5年,本科,空地互联网络科技股份有限公司,互联网/电子商务,合资,50-150人,培训;五险一金,计算机;数据分析;sql;数学;机器学习;报告撰写;数据模型;数据质量;wi_fi;挖掘分析,
电商数据分析专员,6-8千,上海·金山区,3-4年,大专,上海泰慈康实业有限公司,快速消费品(食品、饮料、化妆品),民营,150-500人,五险一金;交通补贴;餐饮补贴;通讯补贴;年终奖金;专业培训,数据分析;财务;数据统计,
运营数据分析工程师,1-1.7万,东莞,3年及以上,本科,武汉佰钧成技术有限责任公司,计算机软件,民营,10000人以上,五险一金;年终奖金;定期体检;绩效奖金,办公软件;数据分析;sql;运营数据分析;报表可视化;数据处理;etl,
数据分析工程师,1.2-1.5万,上海·浦东新区,3年及以上,本科,京北方信息技术股份有限公司上海分公司,计算机服务(系统、数据服务、维修),民营,10000人以上,,计算机;java;数据分析;sql;统计;人工智能,
数据分析师,1-2万,佛山·顺德区,3年及以上,本科,上海硕恩网络科技股份有限公司,计算机服务(系统、数据服务、维修),民营,50-150人,五险一金,计算机;数据分析;excel;项目管理;sql;经济;风险管理;信用卡;模型;sas,
数据分析,2-3.7万,上海·徐汇区,1年及以上,,上海统策网络科技发展有限公司,互联网/电子商务,民营,1000-5000人,五险一金;年终奖金;带薪年假;节日福利;员工旅游;培训,数据分析;数据指标体系;建模;团建活动;领导好;大牛带队,
数据分析师,1-1.5万·13薪,南京,3-5年,本科,苏州雅伊阁电子商务有限公司,互联网/电子商务,民营,1000-5000人,绩效奖金,数据分析;数学;统计分析;编程语言;建模;数据收集;机器学习;数据可视化;计算机科学;tableau,
电商运营（数据分析）,8千-1万·13薪,上海·静安区,2年及以上,本科,上海珺才企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,,数据分析;英语;sap;库存管理;数据收集;需求计划;运营流程;ec;库存准确率,流程优化
数据分析+周末双休,7千-1万,成都·青羊区,3年及以上,本科,成都康特恩科技集团有限公司,贸易/进出口,民营,1000-5000人,周末双休;五险一金;带薪年假,数据分析;excel;sql;ppt;财务管理;数学;库存管理;跨境电商;供应链;vba,
数据分析师,6.5-8千,成都,3年及以上,本科,四川兴合田职业教育研究院,教育/培训/院校,非营利组织,50-150人,五险一金;绩效奖金,数据分析;excel;数据统计;matlab;hadoop;spark;数据报表;数据清洗;spss;数据建模,
数据分析师,8千-1.3万·13薪,广州·白云区,2年及以上,本科,广州市宸立宏汽车配件有限公司,汽车,民营,少于50人,带薪病假;带薪年假;五险;年终奖金;绩效奖金,数据库;数据分析;sql;数学;统计分析;建模;信息管理;供应链,
营运专员（数据分析方向）,7-9千·13薪,深圳·宝安区,1年及以上,本科,深圳海岸城商业管理有限公司,物业管理/商业中心,民营,50-150人,,数据分析;营运;数据支持;应用系统,研究报告
数据分析师(J11747),1.5-2.5万,合肥·肥西县,2年及以上,大专,亿帆医药股份有限公司,制药/生物工程,已上市,500-1000人,,sql;python;pbi,
大数据分析师,1.2-1.6万·15薪,上海·青浦区,2年及以上,本科,上海荣泰健康科技股份有限公司,医疗设备/器械,已上市,1000-5000人,五险一金;带薪年假;周末双休,计算机;数据库;数据分析;数学;docker;ai;数据整理;数据管理;数据;大数据分析,
数据分析岗,5-7千,昆明·盘龙区,无需经验,本科,云南万友汽车销售服务有限公司,汽车,国企,500-1000人,,数据支持;市场动态;数据;报告;运营分析报告;撰写;运营效率,营销策略 销售流程 销售数据收集
数据分析师,1.5-1.8万,北京,3年及以上,本科,深圳建广数字科技有限公司青岛分公司,计算机软件,民营,1000-5000人,五险一金;专业培训;出国机会,计算机;数据分析;运营;excel;sql;医药行业;数学;经济学;hive;数据监控,
数据分析专员(A141838),7千-1.2万,张家港,3-5年,本科,永卓控股有限公司,多元化业务集团公司,民营,10000人以上,五险一金,计算机;数据分析;编程语言;数据收集;机器学习;数据可视化;降本增效;数据质量,市场营销 战略规划
数据分析师,1.1-1.7万·14薪,杭州·滨江区,2年及以上,本科,佛山市海天调味食品股份有限公司,快速消费品(食品、饮料、化妆品),已上市,5000-10000人,五险一金;绩效奖金;年终奖金,数据分析;excel;sql;食品;市场分析;报告撰写;消费者洞察;消费者研究;品类分析,
电商数据分析（会rpa）,9千-1万,上海,1年及以上,大专,上海普瑾特信息技术服务股份有限公司,通信/电信运营、增值服务,外资（非欧美）,500-1000人,,mysql;excel;统计;powerbi;数据校验;数据获取;电商数据;自动化办公;神策;影刀rpa,
数据分析师,6-7千·13薪,南京·雨花台区,5年及以上,本科,江苏嘉数产业互联网有限公司,互联网/电子商务,民营,500-1000人,带薪年假;定期体检;通讯补贴;年终奖金;绩效奖金,mysql;数据分析;excel;sql;数据仓库;分析方法;powerbi,
数据分析,7-9千,重庆·大渡口区,3年及以上,本科,重庆华润置地发展有限公司,房地产,国企,150-500人,五险一金;补充医疗保险;带薪年假,计算机;数据分析;excel;sql;erp;数学;crm;经营管理;数据收集;数据系统,
数据分析-业务运营,1.2-2万,上海·虹口区,1年及以上,本科,上海医疗质量研究中心,医疗/护理/卫生,非营利组织,少于50人,五险一金;餐饮补贴,数据挖掘;互联网医疗;业务评估;用户画像系统;统计学,
帆软数据分析师,5-8千,温州,3年及以上,大专,佩蒂动物营养科技股份有限公司,快速消费品(食品、饮料、化妆品),民营,500-1000人,培训,数据分析;数据报表;数据模型;帆软报表;数据处理,
数据分析师 (MJ001239),1.2-1.6万,上海·徐汇区,2年及以上,本科,上海如家酒店管理有限公司,酒店/旅游,国企,10000人以上,五险一金;交通补贴;餐饮补贴;通讯补贴;专业培训;绩效奖金;年终奖金,数据分析;酒店管理;收益管理;excel;vba,
数据分析岗 10-20k 14薪,1-2万·14薪,上海,2-8年,本科,宁波侪鑫机电设备有限公司,机械/设备/重工,民营,150-500人,五险一金;餐饮补贴;带薪年假;交通补贴;补充医疗保险,大数据;数据清洗;数据建模;模型评估;特征筛选;模型优化,
数据分析师,1.5-3万·16薪,荆门,3年及以上,本科,湖北亿纬动力有限公司,新能源,民营,5000-10000人,,数据分析;excel;sql;编程;数学;统计分析;数据支持;数据挖掘;计算机科学;新能源行业;新能源,
数据分析（销售支持）(J23678),8千-1.2万,上海·闵行区,2年及以上,本科,上海旺旺食品集团有限公司,快速消费品(食品、饮料、化妆品),外资（非欧美）,10000人以上,,数据分析;快消品行业;tableau,销售策略
数据分析工程师,1.7-2.5万·13薪,上海·青浦区,4年及以上,本科,信泰（福建）科技有限公司,服装/纺织/皮革,民营,1000-5000人,五险;带薪年假;带薪病假;年终奖金;绩效奖金;专业培训,excel;采购成本分析;finebi;tableau;erp;power;bi,
数据分析师 (MJ001557),9千-1.3万·14薪,上海·松江区,2年及以上,本科,上海保隆汽车科技股份有限公司,汽车零配件,已上市,5000-10000人,五险一金;员工旅游,计算机;数据分析;sql;英语;统计;大数据;统计分析;人工智能;文档撰写;数据治理,
数据分析员XFB,5-7千·13薪,惠州·惠城区,2-5年,大专,惠州桦岭进出口贸易有限公司广州分公司,多元化业务集团公司,民营,150-500人,,数据资产管理;库存周转率;电商平台运营;库存管理,
大数据分析师,1-1.5万·14薪,扬州,2年及以上,本科,迈安德集团有限公司,机械/设备/重工,民营,1000-5000人,五险一金;餐饮补贴,数据分析;数据挖掘;数据统计分析;优化模型;c++;java;Python;hadoop;Elasticsearc,
数据分析师-今日头条,2-4万,深圳,无需经验,本科,抖音视界有限公司,互联网/电子商务,民营,10000人以上,股票期权;带薪休假;晋升空间大,健身瑜伽;扁平管理;六险一金;团队氛围好;用户过亿;大牛带队;免费三餐,
数据分析专员,5-8千·14薪,沈阳,2年及以上,本科,中环洁集团股份有限公司,环保,国企,10000人以上,五险一金;年终奖金,办公软件;管理;数据分析;质量管理;质量检查;环境;组织管理;考核标准;报告;质量提升,
商品数据分析（电商）,1-1.5万,广州,5年及以上,本科,骆驼服饰,服装/纺织/皮革,民营,1000-5000人,绩效奖金,数据分析;excel;项目管理;服装行业;促销方案;供应链管理;电商渠道;库存分析报告;库销比,数字营销
数据分析师,6.5-8千,成都,3年及以上,本科,四川兴合田职业教育研究院,教育/培训/院校,非营利组织,50-150人,五险一金;绩效奖金,数据分析;excel;数据统计;matlab;hadoop;spark;数据报表;数据清洗;spss;数据建模,
数据分析师（文娱方向）-抖音,3-5万,上海,无需经验,本科,抖音视界有限公司,互联网/电子商务,民营,10000人以上,股票期权;晋升空间大,健身瑜伽;扁平管理;六险一金;团队氛围好;用户过亿;大牛带队;免费三餐;薪资优厚,
帆软数据分析师,5-8千,温州,3年及以上,大专,佩蒂动物营养科技股份有限公司,快速消费品(食品、饮料、化妆品),民营,500-1000人,培训,数据分析;数据报表;数据模型;帆软报表;数据处理,
数据分析师 (MJ001557),9千-1.3万·14薪,上海·松江区,2年及以上,本科,上海保隆汽车科技股份有限公司,汽车零配件,已上市,5000-10000人,五险一金;员工旅游,计算机;数据分析;sql;英语;统计;大数据;统计分析;人工智能;文档撰写;数据治理,
数据分析师,15-20万/年,广州·天河区,2年及以上,硕士,中国平安财产保险股份有限公司广东分公司,保险,已上市,1000-5000人,绩效奖金;年终奖金;定期体检,计算机;数据分析;sql;项目实施;数学;统计;ai;统计分析;风险管理;数学建模,
数据分析实习生-财经业务,3-5千,北京,无需经验,本科,抖音视界有限公司,互联网/电子商务,民营,10000人以上,弹性工作;晋升空间大;租房补贴,健身瑜伽;扁平管理;团队氛围好;用户过亿;大牛带队;免费三餐;薪资优厚,
数据分析实习生,2.6-3.5千,成都,无需经验,硕士,四川兴合田职业教育研究院,教育/培训/院校,非营利组织,50-150人,五险一金;绩效奖金;年终奖金,计算机;办公软件;数据分析;excel;教育;sql;大数据;matlab;hadoop;spark,
电商数据分析专员,6-8千,上海·金山区,3-4年,大专,上海泰慈康实业有限公司,快速消费品(食品、饮料、化妆品),民营,150-500人,五险一金;交通补贴;餐饮补贴;通讯补贴;年终奖金;专业培训,数据分析;财务;数据统计,
数据分析+周末双休,7千-1万,成都·青羊区,3年及以上,本科,成都康特恩科技集团有限公司,贸易/进出口,民营,1000-5000人,周末双休;五险一金;带薪年假,数据分析;excel;sql;ppt;财务管理;数学;库存管理;跨境电商;供应链;vba,
数据分析,7-9千,重庆·大渡口区,3年及以上,本科,重庆华润置地发展有限公司,房地产,国企,150-500人,五险一金;补充医疗保险;带薪年假,计算机;数据分析;excel;sql;erp;数学;crm;经营管理;数据收集;数据系统,
数据分析师（风控方向）,1.3-2.5万,宁波·鄞州区,1-5年,本科,宁波凯越国际贸易有限公司,贸易/进出口,民营,1000-5000人,五险一金;员工旅游,数据分析;财务;保险;统计;建模;风险管理;英语六级;法律,市场营销 金融
BI数据分析师,1.2-1.6万·13薪,上海·闵行区,3-5年,本科,上海延安药业有限公司,制药/生物工程,民营,500-1000人,五险一金;年终奖金,mysql;oracle;需求分析;数据分析;tableau;finebi;finereport;数仓建设;数据可视化;excel,
数据分析与洞察,15-25万/年,上海·徐汇区,3-5年,本科,乐金生活健康贸易（上海）有限公司,快速消费品(食品、饮料、化妆品),外资（非欧美）,500-1000人,五险一金;员工旅游;餐饮补贴;年终奖金,数据分析;数据洞察;数据工具;数据信息收集;飞瓜;数据敏感度,行业趋势
（代招）产品支持岗（数据分析方向） G06516,2-2.5万·13薪,上海·浦东新区,5-10年,本科,上海外服（集团）有限公司,专业服务(咨询、人力资源、财会),国企,1000-5000人,,5年+工作经验;沟通良好;本科,
营运专员（数据分析方向）,7-9千·13薪,深圳·宝安区,1年及以上,本科,深圳海岸城商业管理有限公司,物业管理/商业中心,民营,50-150人,,数据分析;营运;数据支持;应用系统,研究报告
数据分析师（文娱方向）-抖音,3-5万,北京,无需经验,本科,抖音视界有限公司,互联网/电子商务,民营,10000人以上,股票期权;晋升空间大,健身瑜伽;扁平管理;六险一金;团队氛围好;用户过亿;大牛带队;免费三餐;薪资优厚,
python大数据分析工程师,6千-1.2万,上海·闵行区,2年及以上,大专,江苏领焰智能科技股份有限公司,计算机软件,民营,50-150人,五险一金;专业培训,数据分析;excel;sql;运维;echarts;xml;原型设计;关系型数据库;django;pandas,
数据分析经理,1.2-1.6万,温州·龙湾区,5年及以上,本科,浙江卓诗尼控股有限公司,服装/纺织/皮革,民营,10000人以上,,计算机;数据分析;sql;大数据;信息管理;hive;数据仓库;spark;数据支持;数据模型,
数据分析高级工程师,2.5-4.5万·15薪,宁波·余姚市,8年及以上,本科,宁波舜宇车载光学技术有限公司,汽车,合资,5000-10000人,周末双休;五险一金,mysql;oracle;数据分析;excel;sql;数学;db2;hadoop;etl;建模;氛围融洽;团队氛围,
数据分析实习生,4-5千,北京,无需经验,,北京三快在线科技有限公司,互联网/电子商务,已上市,10000人以上,,,
数据分析员XFB,5-7千·13薪,惠州·惠城区,2-5年,大专,惠州桦岭进出口贸易有限公司广州分公司,多元化业务集团公司,民营,150-500人,,数据资产管理;库存周转率;电商平台运营;库存管理,
BI&AI数据分析应用工程师,1.5-2万,深圳·坪山区,3年及以上,本科,比亚迪股份有限公司,汽车,民营,10000人以上,五险一金;绩效奖金;年终奖金;定期体检,计算机;管理;需求分析;sql;英语;方案设计;axure;ai;etl;数据,
市场数据分析师,8千-1万,杭州·滨江区,1-3年,本科,杭州柏熠科技有限公司,医疗设备/器械,民营,少于50人,五险一金;带薪年假;年终奖金,数据分析;excel;sql;推广;生命科学;crm;市场调查;调研,市场营销 营销策略
数据分析师,1.5-2万,苏州·姑苏区,3年及以上,本科,如果新能源科技（江苏）股份有限公司,新能源,民营,500-1000人,五险一金;弹性工作,预测模型;模型构建;数据跟踪;数据洞察;excel;跨境电商;数据支持;分析;分析报告;分析体系,
数据分析师 采购规划(J21641),9千-1.3万,上海,2年及以上,大专,上海旺旺食品集团有限公司,快速消费品(食品、饮料、化妆品),外资（非欧美）,10000人以上,五险一金;免费班车,数据分析;采购;excel;食品;Tableau,
数据分析师助理,4-6千·13薪,大连·甘井子区,无需经验,本科,利优科技资讯服务（深圳）有限公司,专业服务(咨询、人力资源、财会),外资（欧美）,10000人以上,五险一金,财务报告;数据信息收集;data,
数据分析专员,5-8千·14薪,沈阳,2年及以上,本科,中环洁集团股份有限公司,环保,国企,10000人以上,五险一金;年终奖金,办公软件;管理;数据分析;质量管理;质量检查;环境;组织管理;考核标准;报告;质量提升,
航运数据分析师,10-15万/年,宁波·鄞州区,无需经验,本科,浙江拍船网航运交易股份有限公司,交通/运输/物流,国企,50-150人,五险一金;员工旅游,数据分析;市场分析;数据统计;matlab;excel;origin;数据建模;数据搜集整理;航运管理,
高级商业数据分析师(J22055),,常州·新北区,5年及以上,本科,常州合全药业有限公司,制药/生物工程,民营,10000人以上,,计算机;数据分析;需求分析;erp;产品开发;crm;分析;数据;数据模型;pandas,
数据分析师 (MJ012797),2-3万·15薪,北京,5-10年,本科,Tesla特斯拉汽车,汽车,外资（欧美）,10000人以上,,计算机;数据分析;excel;sql;编程;数学;报表;信息管理;数据可视化,销售数据
供应链数据分析师（制造业）,1-2万,杭州·桐庐县,3年及以上,本科,杭州象限科技有限公司,电子技术/半导体/集成电路,民营,1000-5000人,五险一金;带薪年假;年终奖金,采购;sql;大数据;供应链;分析报告;仓储;报表设计;计划;crm;数学,
商品数据分析（电商）,1-1.5万,广州,5年及以上,本科,骆驼服饰,服装/纺织/皮革,民营,1000-5000人,绩效奖金,数据分析;excel;项目管理;服装行业;促销方案;供应链管理;电商渠道;库存分析报告;库销比,数字营销
